Gene name	Pig gene name
PTMAP1	
TRIM31	
	
	
	
IGKV1OR2-118	
RDH13	
	
	
	
TSEN34	
TBC1D3B	
	
LINC00588	
	
LINC01606	
RPL23AP1	
SLC43A2	
GTF2H4	
KANSL1	
OR12D1	
VSTM1	
WASF5P	
C6orf47-AS1	
U6	
DDAH2	
ABR	
GP6	
HLA-U	
HCG27	
	
LINC01556	
OR2G1P	
KRT18P1	
OR2J3	
HLA-A	
	
COL11A2P1	
TRIM10	
	
NCF4-AS1	
LENG1	
NCF4	
EEF1D	
LENG8	
TMC4	
	
MUC4	
	
SDHAP2	
PVALB	
CCL3	
	
SAPCD1	
KANSL1-AS1	
LINC01556	
CNOT3	
OR2J4P	
OR2U1P	
HLA-DQB3	
TMC4	
OR2J2	
	
RPL3P2	
	
DHX16	
	
LRRC37A	
LILRP2	
	
LILRP2	
MCCC2	
	
	
CCL3L3	
LENG1	
VSTM1	
CCL4	
LENG1	
	
	
ERMARD	
CDKN1C	
CUBNP2	
	
LILRA3	
MARCHF8	
RN7SL301P	
LAIR1	
	
OR6D1P	
	
ANKRD30BP3	
OR13A1	
ALOX5	
CHCHD2P2	
CARS1-AS1	
	
GTF2H2C_2	
LRRC37A3	
	
COX6CP18	
SLC22A18	
CDC42EP5	
HLA-F	
MBOAT7	
RPL15P4	
PSORS1C2	
NOP56P1	
VARS1	
RILP	
TJP1	
RPS9	
TC2N	
HCG9P5	
FKBPL	
	
MIR22HG	
GNL1	
	
	
SDHAP2	
OSCAR	
LAIR2	
MUC20-OT1	
KRT31	
BRD2	
TBC1D3P7	
KRT33A	
COL11A2P1	
	
MICC	
SPPL2C	
	
HTATSF1P1	
TRIM40	
MAPT-AS1	
ARL17B	
KRT37	
RDH13	
LST1	
SLC22A18AS	
KRTAP16-1	
	
KRT34	
TCF19	
KCNQ1DN	
KIR2DL1	
KRTAP17-1	
	
	
U1	
SNORA54	
LINC03003	
	
	
MUC22	
PRPF8	
KRT33B	
LINC03003	
HLA-H	
PPIAP9	
MCCD1P1	
LINC01623	
TRIM31-AS1	
RPS18	
LILRA1	
HLA-DOB	
NLRP7	
	
DDX6P1	
MOG	
	
TRIM40	
FCAR	
TFPT	
LY6G5C	
PRPF31	
NDUFA3	
OR2H2	
HCG17	
NLRP2	
MUC22	
HLA-DRB3	
KIF5C	
RNU6-1207P	
LY6G6F	
NSF	
LINC02536	
PTPRK-AS1	
MRPS17P5	
	
ZNF70P1	
AGER	
KIR3DP1	
	
	
TARM1	
PTPRK	
VSTM1	
TRIM39	
	
	
RN7SL268P	
MIF	
CATSPERB	
	
GOLGA8J	
MUC20	
Metazoa_SRP	
	
MIF-AS1	
U8	
GREM1	
LINC00685	
	
FABP5P13	
	
KRT18P53	
	
	
	
PPP2R3B	
Metazoa_SRP	
	
CHRNA7	
GSTT2B	
MUC4	
MYOM2	
	
RPS27P14	
TIMM22	
MARVELD2	
Metazoa_SRP	
	
U6	
LINC00242	
LINC00574	
	
GAL3ST2	
	
FAN1	
DYNLT2	
DDTL	
	
DDT	
NEU4	
Metazoa_SRP	
MAPK8IP1P1	
RDM1P2	
POLR3GP1	
	
	
	
NSFP1	
	
OSCAR	
	
NANOGP7	
STH	
	
U3	
	
	
SCG5	
	
	
5S_rRNA	
Metazoa_SRP	
Metazoa_SRP	
Metazoa_SRP	
CRHR1	
	
GSTT2	
MTMR10	
U6	
Metazoa_SRP	
KLF13	
CDC42EP5	
TRIM26BP	
NCR3	
Y_RNA	
Metazoa_SRP	
	
Metazoa_SRP	
Metazoa_SRP	
	
U8	
	
Metazoa_SRP	
	
KIR3DP1	
	
Metazoa_SRP	
LINC00308	
KIR2DL3	
Y_RNA	
WHAMMP2	
RNU4-45P	
	
	
BDP1	
HCG4	
HCG15	
PDCD6IPP2	
	
ABHD16A	
HLA-P	
GSTT3P	
GSTT4	
LILRA1	
HERC2P9	
HCG4	
U6	
ADAM2	
TFPT	
HSPA1A	
	
	
SERPINF2	
	
HERC2P9	
	
PRPF31	
TNXB	
GSTT1	
	
	
GOLGA8F	
NPIPA5	
ZDHHC20P1	
IER3	
NOMO1	
	
	
CEP170	
	
	
TAS2R20	
TSEN34	
	
	
	
SMIM10L1	
NLRP2	
	
TAS2R30	
PRB1	
TAF4	
HLA-H	
LINC01015	
	
RPL12P1	
TMPOP1	
RPS18	
TSBP1-AS1	
TAS2R50	
DDX39BP2	
OR14J1	
AGPAT1	
TAS2R19	
RDH13	
AIF1	
PRB3	
CDH4	
GP6	
	
LAIR2	
	
LILRB1-AS1	
LILRB3	
TAS2R42	
CABIN1	
TAS2R64P	
TAS2R9	
PRH2	
LINC01237	
	
	
	
FAM240C	
	
RTP5	
	
	
	
KBTBD11-OT1	
TAS2R7	
LINC03021	
RN7SL105P	
PDCD1	
	
KIR2DP1	
	
PRR4	
KBTBD11-AS1	
	
KBTBD11	
	
	
PATL2	
	
TRIM69	
	
LINC03021	
LENG9	
GPR53P	
RPL3P2	
DDAH2	
NLRP2	
OCLN	
	
ARHGEF10	
NDUFA3	
NLRP7	
	
	
LILRP2	
LILRP2	
	
	
CES1P1	
OR5V1	
CES5A	
TAS2R31	
NOP56P1	
	
	
TAS2R8	
HLA-DOA	
SERF1B	
TAS2R13	
PRB4	
	
TAS2R43	
RNU6-164P	
	
PRH1	
	
LINC03015	
	
KRT18P1	
OR2W1	
HLA-Z	
DHFRP2	
ZNF311	
	
TAS2R10	
TAS2R14	
FAM20C	
LINC03014	
TAS2R15P	
TAS2R63P	
PSORS1C3	
TAS2R46	
	
HLA-DRB7	
	
HLA-P	
	
GAPDHP26	
DDX39BP1	
BAAT	
HLA-DRB1	
OR2G1P	
HLA-DRA	
	
FYTTD1P1	
TRMT112P4	
PLPPR1	
CCDC125	
OR11A1	
TMEM183AP1	
DDAH2	
VSTM1	
KIR3DL3	
	
B2M	
GNL1	
TRPC6P4	
	
	
	
MYL6P5	
	
LY6L	
LY6H	
Y_RNA	
LINC02569	
Y_RNA	
Metazoa_SRP	
AKT3	
HLA-G	
WNT3	
OR12D3	
TNF	
OR2T4	
OR2T2	
OR2T1	
OR2T6	
OR2T7	
LILRB4	
OR2T3	
OR2T5	
	
	
PPP1R11	
HSPA1B	
PRRT1	
MTCO2P32	
	
LPCAT1	
SPPL2C	
RPS7P11	
	
LINC02904	
	
KANSL1-AS1	
NAIPP4	
	
MAPK8IP1P2	
NSFP1	
	
	
WNT3	
LINC02197	
	
	
HMGN1P12	
	
RPL13P	
CSNK2B	
LY6G6E	
CFL1P5	
AK6	
	
RPL13AP	
Y_RNA	
	
	
Y_RNA	
PPP1R11	
	
U1	
RN7SKP117	
SORD2P	
RRN3	
TRIM31-AS1	
	
	
CFB	
DLGAP2-AS1	
SORD2P	
DND1P1	
DLGAP2	
	
LY6E	
ARHGAP27	
PPP1R2P1	
HLA-P	
OR2B3	
UBD	
CLN8	
PSMB8-AS1	
CLPTM1L	
	
	
LAIR1	
HCG15	
	
	
CLIC1	
SMN2	
	
ADAM9	
TNXB	
CLN8-AS1	
	
DHX16	
	
RPL7AP80	
Y_RNA	
TRIM15	
HCG25	
	
	
TRIM15	
	
TMC4	
LINC01347	
SDCCAG8	
CES1	
NEK4P1	
	
RPP21	
CCL23	
AIF1	
BDH1	
ADAM32	
KRT18P53	
	
PPP2R3B	
CCL3-AS1	
	
TBC1D3G	
LY6E-DT	
MBOAT7	
HLA-DPA3	
	
HCG15	
AK3P2	
LINC01347	
PAIP1P1	
NFKBIL1	
RNU6-747P	
TNF	
LY6G5B	
FABP5P13	
	
MRPS36	
SUCLA2P1	
HLA-DRB1	
HLA-Z	
HCG4	
KRT18P1	
HLA-DPA1	
PBX2	
	
	
CDH12P4	
	
PARN	
	
SLC39A7	
Metazoa_SRP	
U6	
	
	
	
	
	
	
HLA-H	
DDX39BP2	
GABBR1	
	
CCL16	
	
LINC01511	
MAPT-IT1	
	
	
	
SLC6A3	
HSPA1L	
	
	
WNT9B	
	
COL11A2	
BAG6	
	
PRRT1	
PMCHL2	
DDX6P1	
ABCF1	
DDX52	
SAR1AP1	
RPL7P4	
GPR53P	
ABCF1	
MAPT-AS1	
	
LINC02210-CRHR1	
MAPK8IP1P1	
	
	
NSF	
	
LINC02825	
	
MCCD1	
	
MAPK15	
FLOT1	
OR2AD1P	
UBQLN1P1	
UQCRHP1	
OR10C1	
HLA-DQB2	
MICB	
SPACA7	
	
	
	
PPP1R18	
TSEN34	
TUBGCP3	
FAM83H	
PRR3	
LINC01070	
LINC01043	
LINC01044	
NEU1	
	
LINC02878	
GFUS	
	
ADAM18	
PLEKHM1	
	
CXADRP2	
GLIS2	
	
LINC02203	
	
LONRF2P4	
	
	
TBC1D3K	
	
	
	
	
OR4M2B	
GRAMD4P6	
NBEAP4	
	
	
VASN	
C6orf47-AS1	
	
RPS9	
HLA-DMA	
POTEB3	
CORO7-PAM16	
PPIAP9	
SAPCD1	
CRHR1	
TAP1	
DDX39BP1	
TRIM26	
HMGB1P24	
LHX1-DT	
LYZL6	
	
	
PLA2G10	
LILRB4	
	
	
U6	
	
GLIS2-AS1	
U6	
	
NF1P9	
LILRB3	
NMRAL1	
PUF60	
NF1P2	
	
	
THEMIS	
MRPL45	
OR2J1	
OR2P1P	
WASF5P	
HLA-K	
MPIG6B	
	
APBA1	
RPL3P10	
HLA-H	
LTA	
MDC1-AS1	
UBD	
	
TBC1D3L	
LTB	
	
ACACA	
HLA-DQB1-AS1	
C6orf136	
MPIG6B	
DPPA2P2	
GRK1	
RPS6KA1	
BTNL2	
TMEM255B	
HLA-DOA	
LINC00552	
VARS1	
HMOX2	
	
	
HCG15	
CEP20	
CCHCR1	
RXRB	
OR2U2P	
MICD	
HLA-A	
RPL15P20	
HLA-U	
	
PDXDC1	
GABBR1	
SAPCD1-AS1	
	
UBDP1	
RNF5	
PTMAP1	
	
ZDHHC20P1	
VPS52	
EHMT2	
LSM2	
TSPY24P	
LILRP1	
ZNF92P1Y	
LILRP1	
RBMY3AP	
SERBP1P2	
TSPY12P	
CNOT3	
	
TARM1	
DUX4L19	
VSTM1	
TTTY12	
TTTY7B	
	
OFD1P3Y	
RBMY2HP	
	
TTTY6	
ELOCP35	
SLC9B1P1	
USP12PY	
TTTY23	
KDM5DP1	
TTTY7	
OR2H1	
MIR1976	
RN7SL679P	
Y_RNA	
RNU7-29P	
	
LINC00279	
	
	
HSPA1A	
DUX4L17	
PRY	
EGFL8	
TSPY18P	
	
PCMTD1P1	
	
HSFY7P	
	
ZNF736P6Y	
TUSC2P1	
RBMY2AP	
TTTY2B	
TTTY21	
PUDPP1	
	
CDRT15P10	
USP9Y	
USP9Y	
SERTAD4-AS1	
IGHA2	
NDUFA3	
SERTAD4	
ARL17B	
OSCAR	
IGHEP1	
IGHG3	
OR2H4P	
RPP21	
ATP6V1G1P1	
IGHV3-11	
	
IGHV3-20	
IGHE	
ST13P19	
IGHV1-24	
	
	
ELK2BP	
HHAT	
IGHA1	
NAPRT	
IGHV4-31	
IGHV1-3	
MOG	
IGHVIII-38-1	
IGHV7-34-1	
IGHV4-34	
	
TUBB	
IGHGP	
	
IGHV4-39	
IGHG1	
RDH13	
U6	
TFPT	
IGHV3-33	
IGHVIII-47-1	
IGHV3-21	
KIR2DL3	
IGHV1-17	
LENG8-AS1	
IGHV1-12	
SLC20A1P2	
IGHV1-45	
PRPF31	
PAM16	
LENG9	
IGHV3-50	
IGHV4-28	
LILRA2	
IGHV3-53	
IGHG4	
MAPT	
IGHV1-68	
IGHVIII-22-2	
IGHVII-40-1	
IGHV3-54	
IGHV3-16	
CCDC166	
	
IGHV7-56	
IGHV3-13	
MRPS18B	
IGHV1-18	
ZNF707	
IGHVIII-25-1	
IGHVIII-2-1	
TSBP1	
IGHVII-74-1	
	
GP6	
IGHVII-15-1	
IGHVII-44-2	
IGHV3-19	
IGHVIII-11-1	
IGHVIII-5-1	
IGHVIII-13-1	
	
IGHVIII-67-3	
IGHV3-30-2	
HOMER2P2	
IGHV3-64	
IGHV3-65	
MICC	
IGHV3-35	
IGHVII-22-1	
HLA-DMB	
ELK2AP	
IGHV3-15	
IGHV5-51	
	
CDY3P	
PRY2	
IGHVII-46-1	
IGHV3-42	
IGHV3-6	
IGHV3-7	
IGHV2-26	
IGHV4-55	
RPL32P1	
IGHVII-67-1	
KIR2DL4	
IGHV7-27	
TNXB	
IGHV3-41	
IGHVII-62-1	
IGHVIII-5-2	
IGHV4-59	
TSPY25P	
IGHV3-33-2	
	
IGHV2-70	
OFD1P8Y	
IGHVIII-76-1	
IGHV3-43	
RNF19BPY	
	
TSPY23P	
IGHV3-66	
TUBB1P2	
DUX4L31	
TSPY13P	
IGHVII-53-1	
IGHV3-22	
	
IGHV3-72	
ACTR3BP1	
RPS24P1	
	
TTTY1B	
RCC2P2	
ZNF736P8Y	
DNAJA3	
RBMY2OP	
	
RPL7AP7	
IGHV3-48	
LY6G6C	
EIF1AY	EIF1AY
IGHV7-40	
IGHV3-69-1	
IGHV1-69D	
IGHV3-29	
IGHV3-36	
IGHV1-58	
LYPLA2P1	
HLA-DPA2	
HLA-T	
TRIM40	
IGHV2-5	
	
RNU5A-8P	
	
IGHV3-47	
BPNT2P1	
IGHVIII-44	
IGHV8-51-1	
IGHV3-57	
IGHV3-63	
	
IGHVIII-26-1	
UBD	
	
	
LY6G5B	
IGHVII-30-1	
IGHV3-60	
MAS1LP1	
IGHV3-38	
GNL1	
IGHV3-73	
RPL13AP	
ZNF311	
IGHV4-61	
IGHVII-51-2	
IGHV3-74	
TSPY19P	
IGHV3-25	
HLA-S	
IGHVII-65-1	
BPY2	
KIFC1	
IGHV3-75	
IGHV2-70D	
	
IGHVII-33-1	
IGHV3-37	
IGHVII-26-2	
IGHV3-62	
	
ATP5MC1P1	
FLOT1	
IGHV1-67	
HOMER2P1	
IGHVIV-44-1	
IGHV1-69-2	
MTND1P12	
STSP1	
	
IGHV3-30	
	
TTYH1	
CTBP2P1	
MTND6P1	
IGHVIII-67-4	
DLGAP5P1	
IGHV4-4	
CDC27P2	
MCCD1P2	
TTTY8B	
PSMB8	
IGHG2	
PABPC1P5	
TSPY22P	
RCC2P1	
IGHV3-71	
SHROOM2P1	
IGHV1-69	
TTTY2	
KIR3DL1	
IGHV3-52	
IGHV3-49	
	
USP9YP22	
TTTY18	
COPDA1	
IGHV3-76	
	
IGHVII-49-1	
IGHV1-46	
SLC20A1P1	
UBDP1	
IGHVII-60-1	
IGHV5-78	
SFTA2	
	
IGHV3-23	
DUX4L18	
TSPY16P	
	
IGHVIII-67-2	
	
IGHV1-14	
RBMY2GP	
5S_rRNA	
IGHD	
ZNF736P11Y	
OFD1P9Y	
	
BPY2DP	
RBMY2JP	
CHEK2P1	
HLA-DPA2	
	
RBMY2UP	
	
RPL35AP4	
IGHM	
FAM224B	
LINC03003	
ATF6B	
ZNF886P	
IGHJ6	
ELOCP8	
OFD1P16Y	
IGHJ3P	
	
IGHJ5	
TTTY25P	
FAM197Y1	
IGHJ4	
PPT2	
	
	
IGHJ3	
IGHJ2P	
IGHJ2	
IGHJ1	
IGHD7-27	
ASS1P6	
SNX18P1Y	
IGHJ1P	
IGHD1-26	
RBMY2NP	
IGHD6-25	
TTTY1	
IGHD5-24	
INPP5D	
IGHD4-23	
	
IGHD3-22	
USP9YP4	
MED14P1	
HSFY5P	
IGHD2-21	
ZNF885P	
HCG18	
ARSFP1	
	
	
ZNF736P7Y	
SURF6P1	
XGY1	
	
IGHD1-20	
	
IGHD6-19	
ANKRD20A6P	
	
IGHD5-18	
	
IGHD4-17	
TTTY8	
IGHD3-16	
IGHD2-15	
IGHD1-14	
IGHD6-13	
IGHD5-12	
IGHD4-11	
RBMY2KP	
IGHD3-10	
TSPY21P	
TTTY19	
IGHD3-9	
IGHD2-8	
TSPY17P	
TTTY4	
IGHD1-7	
	
IGHD6-6	
TSPY15P	
IGHD5-5	
ELOCP4	
TTTY22	
IGHD4-4	
IGHD3-3	
IGHD2-2	
FAM30A	
TSPY11P	
	
MXRA5Y	
DUX4L16	
TSPY10	
IGHD1-1	
IGHV6-1	
MSH5	
IGHVII-1-1	
ADAM6	
ADAM6	
	
CDIP1	
IGHV1-2	
OSCAR	
	
	
TIGD5	
	
ZNF623	
LINC01149	
MTCYBP1	
	SLC6A8
	
USP9YP17	
TTTY17A	
HLA-F	
AGPAT5P1	
	
TSPY20P	
FAM41AY1	
	
TTTY6B	
ELOCP15	
	
TRIM60P3Y	
MTND1P1	
LINC00280	
MROH6	
	
PRRC2CP1	
ZNF736P10Y	
	
	
TSPY1	
CDY12P	
	
MTND2P3	
CDY13P	
RBMY1KP	
	
TTTY21B	
	
	
	
	
	
ARSDP1	
TTTY5	
CDY4P	
	
	
	
	
TUBB	
RBMY1D	
KIR2DS4	
SCRIB	
KIR3DL2	
BRD2	
TAPBP	
AGPAT1	
MCCD1	
DUX4L9	
	
TUBB7P	
TRIM27	
ABCC6	
	
FRG2	
RBMY2WP	
CORO7	
USP9YP24	
	
	
HLA-DPA1	
TTTY10	
LENG8	
MDC1	
UBE2V1P3	
FAM8A4P	
	
FRG1-DT	
	
TRIM60P8Y	
MED13P1	
TSPY6P	
U6	
	
CYCSP46	
RNU6-303P	U6
RNA5SP518	
RPS26P8	
FCAR	
HLA-DOB	
	
KANSL1	
RN7SL702P	
RNA5SP520	
	
RNA5SP521	
	
	
RNU6-109P	
FRG1	
RNA5-8SP6	
RNA5SP519	
OR2H2	
RNU6-184P	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
HSFY2	
C6orf15	
AGER	
AIF1	
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
USP9YP10	
USP9YP28	
RNU1-41P	U1
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	
RNU6-255P	
	
GAPDHP19	
CLUHP1	
TAF9P1	
	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
USP9YP23	
USP9YP27	
RNU1-128P	U1
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
ZNF90P2	
USP9YP32	
CDY8P	
ELOCP12	
TRAPPC2P8	
USP9YP15	
RNU1-95P	U1
USP9YP16	
BAG6	
HLA-W	
ACTG1P11	
PRYP2	
HLA-DPB1	
ELOCP26	
CDY9P	
LINC01596	
TAF9P2	
CLUHP2	
RNU1-51P	
FAM224A	
5S_rRNA	
RN7SL32P	
5S_rRNA	
	
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ATG16L1	
WASF5P	
POLR2LP1	
ELOCP13	
RANP1	
OFD1P4Y	
ZBTB12	
USP9YP14	
RNU1-48P	U1
USP9YP5	
	
XKRYP1	
PRYP5	
ELOCP7	
BAG6	
USP9YP1	
GPM6BP1	
TTTY9B	
KIR2DL4	
RAB9AP4	
TRAPPC2P7	
TTTY14	
KIR2DL1	
SKIC2	
	
LRRC37A2	
LILRA3	
	
	
	
KDM5D	KDM5D
NCR1	
	
MAP3K14	
Metazoa_SRP	
5S_rRNA	
Y_RNA	
Metazoa_SRP	
Metazoa_SRP	
	
LINC02210	
	
MPV17L	
	
PPP1R10	
	
LRRC37A4P	
	
HLA-DMA	
NCR1	
	
NTAN1	
	
POLR1H	
CDC42EP5	
	
LILRA1	
MCCD1P1	
POLR1H	
RN7SKP175	
ZFP57	
STK19B	
RGL2	
HCG4P8	
TAP2	
LILRB5	
	
NPIPA3	
NLRP7	
	
	
	
	
	
OR2G1P	
MICD	
BMERB1	
PRR3	
MYO19	
	
TARM1	
COLEC12	COLEC12
LILRB1	
TRIM31	
	
NPIPA9	
TWSG1-DT	
LINC01892	
HLA-DPB1	
EHMT2	
ARHGAP28-AS1	
	
	
LINC01928	
	
HLA-W	
COL11A2	
SLC25A3P3	
	
BFAR	
	
	
	
LILRP2	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
HSFY1	
	
LINC00526	
PPIAP14	
	
	
IMPA2	IMPA2
LILRP2	
TGIF2LY	
RBMY1F	
	
	
	
NDE1	
NEK2P2	
TOMM40P2	
CCT8L2	CCT8L2
	
IGKV2OR22-3	
ANKRD62P1-PARP4P3	
ZNF402P	
	
FABP5P11	
CHEK2P4	
ACTR3BP7	
	
IGKV1OR22-5	
	
ABCD1P4	
	
SLC25A15P5	
PABPC1P9	
	
	
LINC01665	
	
	
BNIP3P2	
ANKRD62P1	
ZNF72P	
MED15P7	
	
RPL17P40	
NBEAP3	
	
MARF1	
	
	
	
COP1P1	
FRG1GP	
PPP1R18	
	
IGKV3OR22-2	
	
	
	
RAB31	RAB31
	
IGKV2OR22-4	
PARP4P3	
PRRT1	
GPM6BP3	
SLC9B1P4	
VARS1	
DUXAP8	
	
HLA-DQA1	
	
	
CDY2A	
MTND1P17	
ZNF736P3Y	
TRIM60P9Y	
NF1P6	
PRKY	
	
	
	
	
	
	
	
RN7SKP282	
Y_RNA	
IGKV1OR22-1	
RNU6-941P	
	
RNU6-521P	
TRIM39	
SRIP3	
	
GOT2P5	
ATP5PFP1	
	
TRIM60P10Y	
ZNF736P2Y	
MED15	MED15
TRIM60P11Y	
	
ZNF736P1Y	
	
ZNF736P5Y	
BPY2C	
RPL32P1	
HLA-DQA1	
UBE2CP2	
LINC00470	
TTTY4C	
DAZ4	
BTNL2	
TMEM183AP1	
HLA-K	
SFTA2	
PRR3	
HCG4P8	
PTMAP1	
NELFE	
	
SCARNA5	
SCARNA6	
PCGF2	
SAG	
	
	
	
	
HLA-DMB	
ZNF415P1	
	
	
	
HLA-C	
COX6CP3	
	
	
MUC21	
	
	
	
	
LINC01254	
	
YES1	YES1
ABCC1	
MCCD1P1	
	
UBD	
RPL13AP	
	
HCG25	
	
TRIM40	
GPANK1	
LILRA5	
DDX39BP1	
HLA-A	
	
MLLT6	
HLA-DPA3	
HNRNPA1P2	
SLC44A4	
	
	
RPS4XP18	
	
	
	
MAPRE2	MAPRE2
PRPF31-AS1	
	
	
	
	
TMC4	
	
DGKD	
ZNHIT3	
UQCRHP1	
HLA-F	
HLA-U	
OR12D1	
LINC02829	
HLA-Z	
ABHD16A	
MDC1	
HCG27	
PSORS1C2	
HCG4	
AGER	
LINC02829	
HCG25	
PSORS1C1	
LENG1	
ZFP57	
LILRP2	
	
TADA2A	
KIR2DS4	
LILRA4	
HLA-DQA2	
PPIAP57	
	
	
OR2J4P	
PPP4R1-AS1	
MPIG6B	
BOD1P2	
	
HLA-DPA1	
CDY2B	
	
	
KIR3DL2	
	
RNU6-1334P	
	
SRY	
SRY	SRY
OR2P1P	
FKBPL	
RNASEH2CP1	
TOMM22P2	
	
RPS4Y1	
TCF19	
LINC01015	
POLR2LP1	
IER3	
	
	
	
KLHL14	KLHL14
FRG1FP	
NPIPA1	
TMPOP1	
MTCO3P1	
HLA-N	
TRIM31	
HCG21	
VWFP1	
C6orf136	
OR2J3	
OR2U1P	
TNF	
NAP1L1P2	
	
ZFY	ZFY
	
LINC01478	
IGLV3-12	
	
ETF1P1	
	
LY6G6C	
	
IGLV2-11	
NOMO3	
	
	
SAPCD1-AS1	
LINC02570	
LY6G5B	
OSBP2	OSBP2
MAS1L	
HLA-DMB	
OR2U2P	
HCG9	
SAR1AP1	
ZNF311	
	
LINC01543	
LY6G6C	
ZFY-AS1	
	
	
U6	
	
EEF1A1P41	
U6	
PSMA6P1	
BNIP3P3	
SFPQP1	
DPPA2P1	
	
	
DDX3Y	
	
TRIM40	
ATAT1	
	
HCG9	
DAXX	
	
PGDP1	
RNF39	
	
AQP4-AS1	
	
RNF39	
	
DDAH2	
PPP1R10	
EHMT2	
Y_RNA	
CFB	
	
	
NDUFV2	NDUFV2
	
MRM1	
	
GGNBP2	
GTF2H4	
NOP56P1	
OR2I1P	
HNRNPA1P2	
ZNF311	
	
CASKP1	
	
UTY	
MPPE1	MPPE1
TAP1	
RPL7AP55	
HLA-DQA2	
	
OR5P2	
OR5P3	
OR5E1P	
RNU6-943P	
OR10A6	
HLA-B	
OR10A3	
CCL15	
NLRP10	
PIP4K2B	
	
KAT6B	
	
AATF	
GPANK1	
CSNK2B	
TBC1D3H	
PRRT1	
HLA-E	
CCL4	
FOXR1	
	
POU5F1	
POLR2LP1	
GABBR1	
	
C17orf98	
Metazoa_SRP	
Y_RNA	
CENATAC-DT	
NPEPPSP1	
CENATAC	
SOCS7	
HLA-P	
	
PPP1R2P1	
NOTCH4	
RPL13AP	
MYL12BP3	
SUMO2P1	
LINC02569	
ABHD16A	
TAP2	
MUC21	
DDX39B-AS1	
HCG17	
EPOP	
FLOT1	
MICC	
LRRC37A9P	
HLA-DMA	
RDM1	
MYH11	
RPL23AP64	
	
	
RPS25	
TAP2	
	
	
	
	
VN1R9P	
H2AZP6	
	
LIF-AS1	
	
SYN3	SYN3
TRAPPC4	
HLA-DPA1	
	
RPL36P17	
MYO18B-AS1	
COL11A2P1	
SUMO2P1	
OR2I1P	
HLA-A	
OR2H5P	
MDC1	
	
	
LINC01422	
CASC20	
OSM	OSM
	
PLCB1-IT1	
ADRA1D	ADRA1D
	
RSPO4	RSPO4
HCG18	
DRG1	DRG1
DEFB129	DEFB129
TSBP1	
ANGPT4	ANGPT4
LINC02958	
CELF4	CELF4
	
HEATR9	
SLC37A4	
	
NCR3	
TMSB4Y	
HYOU1	
	
	
C4A	
VCY	
SIRPG	
SIRPG	
SIRPG	
SIRPG	
DAZ3	
	
OR10C1	
LTA	
ZNRF3-IT1	
	
	
	
HORMAD2	HORMAD2
HLA-DQB1	
NCR3	
	
	
DYNLT3P1	
	
SHLD1	SHLD1
LINC01706	
LY6G6F	
DAZ1	
TMX4	TMX4
FBXO7	FBXO7
UQCRHP1	
	
ZDHHC20P1	
RANP1	
MUCL3	
SLX4IP	
RPL13AP	
VARS2	
TSBP1-AS1	
EEF1A1P34	
C6orf47	
RPL7AP7	
DEFB125	DEFB125
PSMB8-AS1	
	
	
NKX2-2	NKX2-2
DDX39B	
	
BMP2	BMP2
	
TRIM26	
	
	
CCL18	
PDYN	PDYN
PPP1R12BP2	
SNORA70	
	
REREP1Y	
	
RBMY2CP	
	
AMELY	AMELY
DDX39B	
NCF4	NCF4
HNF1B	
TBL1Y	
TBL1Y	
LINC01428	
	
FAM110A	FAM110A
	
INSM1	INSM1
SIRPG-AS1	
	
DEFB128	DEFB128
LINC01713	
PSMB9	
	
BTBD3-AS1	
HLA-DRB9	
	
IDH3B-DT	
HLA-DOB	
	
	
	
	
RPL7P4	
OR12D3	
	
SCP2D1-AS1	
SNHG32	
DEFB126	
	
BTBD3	BTBD3
GPR143P	
DHX16	
DAZ2	
C6orf47-AS1	
HCG4B	
B3GALT4	
OR2N1P	
	
OR2H1	
MIATNB	
HLA-DOB	
	
	
	
	
AKAIN1	AKAIN1
ZDHHC20P1	
PIGW	
PPP1R10	
SLC14A2	SLC14A2
