"human.gene.name","gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"OSGIN2","Osgin2","ortholog_one2one",100,100,1
"JADE3","Jade3","ortholog_one2one",100,100,1
"USP45","Usp45","ortholog_one2one",100,100,1
"NOL10","Nol10","ortholog_one2one",75,100,1
"GFY","Gfy","ortholog_one2one",100,100,1
"ALPK2","Alpk2","ortholog_one2one",100,100,1
"RPS13","Rps13","ortholog_one2one",100,100,1
"MYOM2","Myom2","ortholog_one2one",100,100,1
"CALB2","Calb2","ortholog_one2one",100,100,1
"TMEM184C","Tmem184c","ortholog_one2one",100,83.8,1
"DLL3","Dll3","ortholog_one2one",100,99.6,1
"ODF3","Odf3","ortholog_one2one",100,100,1
"DTX1","Dtx1","ortholog_one2one",100,100,1
"ZNF787","Zfp787","ortholog_one2one",75,100,1
"POP4","Pop4","ortholog_one2one",50,100,1
"ROBO2","Robo2","ortholog_one2one",50,100,1
"WDFY1","Wdfy1","ortholog_one2one",100,97.09,1
"PEX7","Pex7","ortholog_one2one",100,100,1
"SIRT3","Sirt3","ortholog_one2one",100,100,1
"CA13","Car13","ortholog_one2one",100,100,1
"PKNOX2","Pknox2","ortholog_one2one",100,100,1
"PCDH15","Pcdh15","ortholog_one2one",50,100,1
"CMTR2","Cmtr2","ortholog_one2one",100,100,1
"SBDS","Sbds","ortholog_one2one",75,100,1
"PTH2","Pth2","ortholog_one2one",100,100,1
"NAPA","Napa","ortholog_one2one",100,100,1
"NAPRT","Naprt","ortholog_one2one",100,100,1
"SH2D5","Sh2d5","ortholog_one2one",100,100,1
"SEMA3D","Sema3d","ortholog_one2one",100,100,1
"HK1","Hk1","ortholog_one2one",100,97.94,1
"RAB10","Rab10","ortholog_one2one",50,100,1
"STK36","Stk36","ortholog_one2one",100,100,1
"EDNRA","Ednra","ortholog_one2one",100,100,1
"RNF112","Rnf112","ortholog_one2one",100,100,1
"SYT13","Syt13","ortholog_one2one",100,100,1
"HAP1","Hap1","ortholog_one2one",100,100,1
"ZSWIM9","Zswim9","ortholog_one2one",50,98.01,1
"MYO1D","Myo1d","ortholog_one2one",100,100,1
"CDKL1","Cdkl1","ortholog_one2one",100,100,1
"CC2D1B","Cc2d1b","ortholog_one2one",100,100,1
"TNS3","Tns3","ortholog_one2one",100,100,1
"ZBTB5","Zbtb5","ortholog_one2one",100,100,1
"KIF17","Kif17","ortholog_one2one",100,100,1
"SENP7","Senp7","ortholog_one2one",100,100,1
"CRISP2","Crisp2","ortholog_one2one",25,100,1
"PM20D2","Pm20d2","ortholog_one2one",100,100,1
"SLC25A45","Slc25a45","ortholog_one2one",100,100,1
"PSMD13","Psmd13","ortholog_one2one",100,100,1
"MAP4K5","Map4k5","ortholog_one2one",100,99.97,1
"TCF3","Tcf3","ortholog_one2one",100,98.54,1
"EEF1D","Eef1d","ortholog_one2one",100,100,1
"NPAS3","Npas3","ortholog_one2one",100,100,1
"AQP4","Aqp4","ortholog_one2one",100,100,1
"FADS3","Fads3","ortholog_one2one",75,100,1
"SMOC2","Smoc2","ortholog_one2one",100,100,1
"NUAK1","Nuak1","ortholog_one2one",100,100,1
"RIPK2","Ripk2","ortholog_one2one",100,100,1
"YTHDC2","Ythdc2","ortholog_one2one",100,100,1
"SNTN","Sntn","ortholog_one2one",100,93.67,1
"BTBD1","Btbd1","ortholog_one2one",100,100,1
"DDX4","Ddx4","ortholog_one2one",100,100,1
"FASLG","Fasl","ortholog_one2one",100,100,1
"MRPL44","Mrpl44","ortholog_one2one",100,100,1
"CA1","Car1","ortholog_one2one",100,100,1
"RASGEF1C","Rasgef1c","ortholog_one2one",100,100,1
"KASH5","Ccdc155","ortholog_one2one",100,100,1
"C15orf40","3110040N11Rik","ortholog_one2one",100,87.7,1
"TAS2R7","Tas2r130","ortholog_one2one",100,100,1
"COG6","Cog6","ortholog_one2one",75,100,1
"NMT2","Nmt2","ortholog_one2one",75,99.96,1
"KLHL7","Klhl7","ortholog_one2one",75,100,1
"NKX1-1","Nkx1-1","ortholog_one2one",100,100,1
"OR2AT4","Olfr520","ortholog_one2one",100,100,1
"METTL24","Mettl24","ortholog_one2one",100,100,1
"ERICH4","Erich4","ortholog_one2one",75,100,1
"TMEM222","Tmem222","ortholog_one2one",100,100,1
"DPP3","Dpp3","ortholog_one2one",100,100,1
"KIAA1328","AW554918","ortholog_one2one",100,100,1
"ENOX2","Enox2","ortholog_one2one",100,99.62,1
"UQCRFS1","Uqcrfs1","ortholog_one2one",0,54.88,0
"RESF1","Resf1","ortholog_one2one",75,94.2,0
"PIK3C2A","Pik3c2a","ortholog_one2one",75,100,1
"GJB3","Gjb3","ortholog_one2one",100,100,1
"PRR7","Prr7","ortholog_one2one",100,100,1
"NUP210","Nup210","ortholog_one2one",50,100,1
"TLR1","Tlr1","ortholog_one2one",100,100,1
"CLDND2","Cldnd2","ortholog_one2one",100,100,1
"SRSF12","Srsf12","ortholog_one2one",100,94.18,1
"FZD8","Fzd8","ortholog_one2one",50,100,1
"OR2A2","Olfr437","ortholog_one2one",25,3.05,0
"AGK","Agk","ortholog_one2one",100,100,1
"SCAMP1","Scamp1","ortholog_one2one",100,100,1
"MACROD2","Macrod2","ortholog_one2one",100,100,1
"GJD4","Gjd4","ortholog_one2one",25,100,1
"SERAC1","Serac1","ortholog_one2one",100,100,1
"NR4A3","Nr4a3","ortholog_one2one",100,100,1
"RBM22","Rbm22","ortholog_one2one",100,100,1
"DGUOK","Dguok","ortholog_one2one",100,100,1
"FHOD3","Fhod3","ortholog_one2one",100,100,1
"RBM47","Rbm47","ortholog_one2one",100,100,1
"RNF151","Rnf151","ortholog_one2one",100,100,1
"GNPNAT1","Gnpnat1","ortholog_one2one",100,100,1
"PNRC1","Pnrc1","ortholog_one2one",100,98.08,1
"DTWD2","Dtwd2","ortholog_one2one",100,100,1
"ZNF444","Zfp444","ortholog_one2one",100,100,1
"C11orf91","A930018P22Rik","ortholog_one2one",100,100,1
"TMEM130","Tmem130","ortholog_one2one",100,100,1
"TARM1","Tarm1","ortholog_one2one",100,91.58,0
"HDHD2","Hdhd2","ortholog_one2one",100,100,1
"DDX1","Ddx1","ortholog_one2one",100,100,1
"KIF2A","Kif2a","ortholog_one2one",100,100,1
"TIMM50","Timm50","ortholog_one2one",100,98.37,1
"ASXL3","Asxl3","ortholog_one2one",100,100,1
"RPP38","Rpp38","ortholog_one2one",100,100,1
"TPM2","Tpm2","ortholog_one2one",100,100,1
"FADS2","Fads2","ortholog_one2one",100,100,1
"FCAMR","Fcamr","ortholog_one2one",100,99.13,0
"DMAC2","Dmac2","ortholog_one2one",100,98.4,1
"TGS1","Tgs1","ortholog_one2one",50,100,1
"STEAP3","Steap3","ortholog_one2one",100,100,1
"ZSCAN21","Zscan21","ortholog_one2one",50,94.13,1
"EIF5B","Eif5b","ortholog_one2one",100,100,1
"ATXN7","Atxn7","ortholog_one2one",75,100,1
"FLRT3","Flrt3","ortholog_one2one",100,100,1
"SLC25A31","Slc25a31","ortholog_one2one",100,100,1
"PDIK1L","Pdik1l","ortholog_one2one",100,100,1
"C9orf72","C9orf72","ortholog_one2one",100,99.33,1
"GJB4","Gjb4","ortholog_one2one",100,100,1
"ACBD7","Acbd7","ortholog_one2one",100,96.14,1
"HAO2","Hao2","ortholog_one2one",100,100,1
"IL9R","Il9r","ortholog_one2one",0,100,1
"SCLY","Scly","ortholog_one2one",100,95.21,1
"SDR9C7","Sdr9c7","ortholog_one2one",100,100,1
"NUDT7","Nudt7","ortholog_one2one",100,94.95,1
"MYOZ3","Myoz3","ortholog_one2one",100,100,1
"B3GNT8","B3gnt8","ortholog_one2one",100,100,1
"OSCAR","Oscar","ortholog_one2one",100,100,1
"OR13F1","Olfr275","ortholog_one2one",75,100,1
"EGLN3","Egln3","ortholog_one2one",100,100,1
"ADGB","Adgb","ortholog_one2one",100,99.15,0
"TLR6","Tlr6","ortholog_one2one",100,100,1
"TTC5","Ttc5","ortholog_one2one",75,100,1
"LTN1","Ltn1","ortholog_one2one",75,100,1
"ZNF777","Zfp777","ortholog_one2one",100,100,1
"SYNJ2","Synj2","ortholog_one2one",100,100,1
"SLC27A3","Slc27a3","ortholog_one2one",100,100,1
"C3orf49","Gm11100","ortholog_one2one",100,100,1
"FBXO41","Fbxo41","ortholog_one2one",100,100,1
"INPP1","Inpp1","ortholog_one2one",100,100,1
"REV1","Rev1","ortholog_one2one",100,100,1
"ID3","Id3","ortholog_one2one",100,100,1
"GPATCH1","Gpatch1","ortholog_one2one",100,100,1
"ATL1","Atl1","ortholog_one2one",100,100,1
"CEACAM16","Ceacam16","ortholog_one2one",100,100,1
"FARP2","Farp2","ortholog_one2one",100,100,1
"NUDCD3","Nudcd3","ortholog_one2one",100,100,1
"THOC7","Thoc7","ortholog_one2one",100,100,1
"OLAH","Olah","ortholog_one2one",100,92.46,0
"MSRB3","Msrb3","ortholog_one2one",100,100,1
"THBS2","Thbs2","ortholog_one2one",100,100,1
"TRIM67","Trim67","ortholog_one2one",100,100,1
"OR13C3","Olfr273","ortholog_one2one",75,100,1
"SPAG5","Spag5","ortholog_one2one",100,99.51,1
"ADD1","Add1","ortholog_one2one",100,100,1
"GJB5","Gjb5","ortholog_one2one",75,100,1
"ABHD3","Abhd3","ortholog_one2one",100,100,1
"C1QL2","C1ql2","ortholog_one2one",100,100,1
"TPGS2","Tpgs2","ortholog_one2one",100,89.61,1
"VMP1","Vmp1","ortholog_one2one",100,100,1
"FAM53A","Fam53a","ortholog_one2one",100,100,1
"CARD11","Card11","ortholog_one2one",100,100,1
"GOSR1","Gosr1","ortholog_one2one",50,100,1
"SUCO","Suco","ortholog_one2one",100,100,1
"SAV1","Sav1","ortholog_one2one",100,100,1
"NEUROD2","Neurod2","ortholog_one2one",100,100,1
"PPP1R42","Ppp1r42","ortholog_one2one",100,100,1
"DECR2","Decr2","ortholog_one2one",100,100,1
"E2F6","E2f6","ortholog_one2one",100,100,1
"STK25","Stk25","ortholog_one2one",100,100,1
"PRRC2B","Prrc2b","ortholog_one2one",100,100,1
"GNPAT","Gnpat","ortholog_one2one",100,100,1
"NDUFB10","Ndufb10","ortholog_one2one",100,99.19,1
"ARHGEF5","Arhgef5","ortholog_one2one",50,100,1
"RWDD1","Rwdd1","ortholog_one2one",50,100,1
"SUMO2","Sumo2","ortholog_one2one",100,100,1
"MYRFL","Myrfl","ortholog_one2one",100,100,1
"SKIDA1","Skida1","ortholog_one2one",100,100,1
"EGR4","Egr4","ortholog_one2one",100,100,1
"RCE1","Rce1","ortholog_one2one",75,100,1
"TIGD3","Tigd3","ortholog_one2one",100,100,1
"SLC35A4","Slc35a4","ortholog_one2one",100,100,1
"CHST9","Chst9","ortholog_one2one",100,100,1
"TMEM131L","Tmem131l","ortholog_one2one",100,100,1
"APBB3","Apbb3","ortholog_one2one",75,100,1
"SLC7A2","Slc7a2","ortholog_one2one",100,100,1
"ZFPL1","Zfpl1","ortholog_one2one",100,100,1
"GNPDA1","Gnpda1","ortholog_one2one",100,99.4,1
"MSLN","Msln","ortholog_one2one",100,100,1
"NDUFA3","Ndufa3","ortholog_one2one",100,100,1
"SLC35F1","Slc35f1","ortholog_one2one",100,100,1
"PLA2G1B","Pla2g1b","ortholog_one2one",100,100,1
"TCF24","Tcf24","ortholog_one2one",100,100,1
"ANAPC1","Anapc1","ortholog_one2one",100,100,1
"DNAJB9","Dnajb9","ortholog_one2one",75,100,1
"MRPL55","Mrpl55","ortholog_one2one",100,95.94,1
"DKKL1","Dkkl1","ortholog_one2one",100,100,1
"C1orf94","CK137956","ortholog_one2one",75,100,1
"IL15RA","Il15ra","ortholog_one2one",100,100,0
"GTF3C4","Gtf3c4","ortholog_one2one",100,100,1
"EIF4E3","Eif4e3","ortholog_one2one",100,100,1
"FBXO43","Fbxo43","ortholog_one2one",100,100,1
"TFPT","Tfpt","ortholog_one2one",100,100,1
"MLLT10","Mllt10","ortholog_one2one",100,100,1
"SLC6A13","Slc6a13","ortholog_one2one",50,100,1
"KCNT1","Kcnt1","ortholog_one2one",100,99.11,1
"OR13C8","Olfr272","ortholog_one2one",0,100,1
"SNX19","Snx19","ortholog_one2one",100,100,1
"GALNTL6","Galntl6","ortholog_one2one",100,100,1
"CHMP6","Chmp6","ortholog_one2one",100,100,1
"C1orf131","2810004N23Rik","ortholog_one2one",100,100,1
"CDH20","Cdh20","ortholog_one2one",50,100,1
"CDC40","Cdc40","ortholog_one2one",100,100,1
"B3GNT5","B3gnt5","ortholog_one2one",50,100,1
"CLIC3","Clic3","ortholog_one2one",100,100,1
"VSIG10L","Vsig10l","ortholog_one2one",100,99.87,1
"TTLL11","Ttll11","ortholog_one2one",100,100,1
"CA3","Car3","ortholog_one2one",75,100,1
"FOXJ3","Foxj3","ortholog_one2one",100,100,1
"ELOC","Eloc","ortholog_one2one",100,94.44,1
"KIAA1549L","D430041D05Rik","ortholog_one2one",100,100,1
"C1orf35","2310033P09Rik","ortholog_one2one",100,99.95,1
"DIMT1","Dimt1","ortholog_one2one",100,100,1
"ZNF76","Zfp523","ortholog_one2one",100,100,1
"CEACAM19","Ceacam19","ortholog_one2one",100,94.24,1
"GALP","Galp","ortholog_one2one",75,100,1
"SUCLG1","Suclg1","ortholog_one2one",75,100,1
"NUP42","Nupl2","ortholog_one2one",50,97.94,1
"VPS51","Vps51","ortholog_one2one",100,100,1
"PRDM11","Prdm11","ortholog_one2one",100,100,0
"RGN","Rgn","ortholog_one2one",100,100,1
"OGFOD2","Ogfod2","ortholog_one2one",100,100,1
"ANKAR","Ankar","ortholog_one2one",0,83.48,1
"HSCB","Hscb","ortholog_one2one",50,100,1
"AFF4","Aff4","ortholog_one2one",100,100,1
"LYN","Lyn","ortholog_one2one",100,100,1
"MFSD2B","Mfsd2b","ortholog_one2one",100,100,1
"CCNB1IP1","Ccnb1ip1","ortholog_one2one",50,99.78,1
"FAM114A1","Fam114a1","ortholog_one2one",100,100,1
"ADORA2B","Adora2b","ortholog_one2one",50,100,1
"C6orf62","BC005537","ortholog_one2one",100,100,1
"PAXX","Paxx","ortholog_one2one",100,100,1
"NEU3","Neu3","ortholog_one2one",100,100,1
"PNPLA8","Pnpla8","ortholog_one2one",75,100,1
"RAD51B","Rad51b","ortholog_one2one",100,93.9,0
"KLF10","Klf10","ortholog_one2one",100,100,1
"TMEM120A","Tmem120a","ortholog_one2one",100,100,1
"VAT1L","Vat1l","ortholog_one2one",100,100,1
"MRPL32","Mrpl32","ortholog_one2one",75,100,1
"NMUR1","Nmur1","ortholog_one2one",100,100,1
"LAMP2","Lamp2","ortholog_one2one",100,100,1
"TMEM262","Tmem262","ortholog_one2one",100,100,1
"DNAJC1","Dnajc1","ortholog_one2one",100,100,1
"HIBCH","Hibch","ortholog_one2one",75,100,1
"TM7SF2","Tm7sf2","ortholog_one2one",100,100,1
"TMEM156","Tmem156","ortholog_one2one",100,100,1
"CLEC3A","Clec3a","ortholog_one2one",100,100,1
"ARF1","Arf1","ortholog_one2one",100,100,1
"NOL4","Nol4","ortholog_one2one",100,100,1
"STAT3","Stat3","ortholog_one2one",100,100,1
"C6orf58","2310057J18Rik","ortholog_one2one",100,100,1
"RBM10","Rbm10","ortholog_one2one",100,100,1
"TTC29","Ttc29","ortholog_one2one",100,100,1
"ACTG2","Actg2","ortholog_one2one",75,100,1
"OAS2","Oas2","ortholog_one2one",100,94.99,1
"LGR4","Lgr4","ortholog_one2one",100,100,1
"ZSWIM7","Zswim7","ortholog_one2one",50,100,1
"RPL3L","Rpl3l","ortholog_one2one",100,100,1
"GPR135","Gpr135","ortholog_one2one",100,100,1
"WDR12","Wdr12","ortholog_one2one",100,100,1
"IFNB1","Ifnb1","ortholog_one2one",100,100,0
"WNT3A","Wnt3a","ortholog_one2one",100,100,1
"NUP85","Nup85","ortholog_one2one",100,100,1
"DNAJC6","Dnajc6","ortholog_one2one",100,100,1
"MIDN","Midn","ortholog_one2one",100,100,1
"TEX44","Tex44","ortholog_one2one",100,88.75,0
"ZFYVE9","Zfyve9","ortholog_one2one",100,99.44,1
"DDX31","Ddx31","ortholog_one2one",100,100,1
"SNRNP25","Snrnp25","ortholog_one2one",50,100,1
"TMTC3","Tmtc3","ortholog_one2one",75,100,1
"DNAJC21","Dnajc21","ortholog_one2one",100,97.32,1
"ACSL1","Acsl1","ortholog_one2one",100,100,1
"SPCS2","Spcs2","ortholog_one2one",100,100,1
"FYB1","Fyb","ortholog_one2one",100,100,1
"ARHGAP15","Arhgap15","ortholog_one2one",100,100,1
"RNGTT","Rngtt","ortholog_one2one",100,100,1
"CCNY","Ccny","ortholog_one2one",50,100,1
"DENND11","Dennd11","ortholog_one2one",100,100,1
"AKAP1","Akap1","ortholog_one2one",100,99.4,1
"DMXL1","Dmxl1","ortholog_one2one",100,100,1
"VPS41","Vps41","ortholog_one2one",100,100,1
"PPP1R1B","Ppp1r1b","ortholog_one2one",100,100,1
"RASGEF1A","Rasgef1a","ortholog_one2one",100,100,1
"XRRA1","Xrra1","ortholog_one2one",100,100,1
"TRAPPC3L","Trappc3l","ortholog_one2one",0,100,1
"SON","Son","ortholog_one2one",100,99.79,1
"E2F2","E2f2","ortholog_one2one",100,100,1
"LHFPL6","Lhfp","ortholog_one2one",100,100,1
"TCF4","Tcf4","ortholog_one2one",50,97.85,1
"CALHM5","Calhm5","ortholog_one2one",75,100,1
"CALHM4","Calhm4","ortholog_one2one",75,100,1
"FAM98C","Fam98c","ortholog_one2one",100,100,1
"EIF4A1","Eif4a1","ortholog_one2one",100,100,1
"CKAP4","Ckap4","ortholog_one2one",100,100,1
"TM6SF1","Tm6sf1","ortholog_one2one",100,100,1
"KLHL23","Klhl23","ortholog_one2one",100,100,1
"INTS3","Ints3","ortholog_one2one",100,100,1
"ESPNL","Espnl","ortholog_one2one",100,100,1
"TMEM98","Tmem98","ortholog_one2one",100,100,1
"CLINT1","Clint1","ortholog_one2one",100,100,1
"FBRS","Fbrs","ortholog_one2one",100,100,0
"TRIM63","Trim63","ortholog_one2one",100,100,1
"HECTD2","Hectd2","ortholog_one2one",100,100,1
"NUP160","Nup160","ortholog_one2one",100,100,1
"REPS1","Reps1","ortholog_one2one",100,100,1
"ARHGEF1","Arhgef1","ortholog_one2one",100,100,1
"GOT2","Got2","ortholog_one2one",100,100,1
"HSD17B6","Hsd17b6","ortholog_one2one",100,100,1
"GAD2","Gad2","ortholog_one2one",100,100,1
"CC2D1A","Cc2d1a","ortholog_one2one",100,100,1
"TTC23","Ttc23","ortholog_one2one",75,100,1
"KDM5D","Kdm5d","ortholog_one2one",0,64.44,0
"SCUBE3","Scube3","ortholog_one2one",100,99.92,1
"PVR","Pvr","ortholog_one2one",100,75.14,0
"CALN1","Caln1","ortholog_one2one",75,100,1
"RWDD2B","Rwdd2b","ortholog_one2one",50,96.74,1
"MYO1G","Myo1g","ortholog_one2one",100,100,1
"SEMA6C","Sema6c","ortholog_one2one",100,100,1
"NF2","Nf2","ortholog_one2one",100,100,1
"RASGRP4","Rasgrp4","ortholog_one2one",100,100,1
"PIGR","Pigr","ortholog_one2one",100,100,1
"INPPL1","Inppl1","ortholog_one2one",100,100,1
"HDGFL3","Hdgfl3","ortholog_one2one",100,100,1
"CREG1","Creg1","ortholog_one2one",100,94.89,1
"TMEM218","Tmem218","ortholog_one2one",100,100,1
"CA2","Car2","ortholog_one2one",50,100,1
"SELENOP","Selenop","ortholog_one2one",50,100,1
"CARF","Carf","ortholog_one2one",100,100,1
"RAB3IP","Rab3ip","ortholog_one2one",100,99.76,1
"TPP2","Tpp2","ortholog_one2one",50,100,1
"POU4F2","Pou4f2","ortholog_one2one",100,100,1
"WARS2","Wars2","ortholog_one2one",100,100,1
"L3HYPDH","L3hypdh","ortholog_one2one",100,100,1
"ODC1","Odc1","ortholog_one2one",50,100,1
"DDOST","Ddost","ortholog_one2one",100,100,1
"EMILIN1","Emilin1","ortholog_one2one",100,100,1
"RHAG","Rhag","ortholog_one2one",50,98.81,1
"NDUFA8","Ndufa8","ortholog_one2one",100,100,1
"CCDC152","Ccdc152","ortholog_one2one",75,100,1
"CDCA7","Cdca7","ortholog_one2one",100,100,1
"WNT9A","Wnt9a","ortholog_one2one",100,100,1
"EPO","Epo","ortholog_one2one",100,100,1
"MORN5","Morn5","ortholog_one2one",100,100,1
"PRSS38","Prss38","ortholog_one2one",75,100,1
"CYP2F1","Cyp2f2","ortholog_one2one",0,100,1
"FAM149B1","Fam149b","ortholog_one2one",100,100,1
"UBE4B","Ube4b","ortholog_one2one",100,99.99,1
"ALDH18A1","Aldh18a1","ortholog_one2one",100,100,1
"CD14","Cd14","ortholog_one2one",75,100,1
"SPACA3","Spaca3","ortholog_one2one",100,100,1
"KPTN","Kptn","ortholog_one2one",100,100,1
"GIGYF1","Gigyf1","ortholog_one2one",100,100,1
"HDAC11","Hdac11","ortholog_one2one",100,100,1
"ACOT13","Acot13","ortholog_one2one",100,100,1
"PTPN22","Ptpn22","ortholog_one2one",100,100,1
"SLC34A3","Slc34a3","ortholog_one2one",100,100,1
"OR13D1","Olfr270","ortholog_one2one",50,100,1
"GDF7","Gdf7","ortholog_one2one",100,99.37,1
"MAX","Max","ortholog_one2one",100,100,1
"ZNF746","Zfp746","ortholog_one2one",100,100,1
"DONSON","Donson","ortholog_one2one",100,100,1
"PELI3","Peli3","ortholog_one2one",100,100,1
"SIRT4","Sirt4","ortholog_one2one",100,99.67,1
"MADD","Madd","ortholog_one2one",100,100,1
"DNM3","Dnm3","ortholog_one2one",100,100,1
"PTRH2","Ptrh2","ortholog_one2one",100,99.74,1
"GNAZ","Gnaz","ortholog_one2one",50,100,1
"ALMS1","Alms1","ortholog_one2one",75,92.31,0
"THAP11","Thap11","ortholog_one2one",100,100,1
"GNB2","Gnb2","ortholog_one2one",100,100,1
"B4GALT1","B4galt1","ortholog_one2one",100,100,1
"RSPH14","Rsph14","ortholog_one2one",50,100,1
"MARCHF1","Marchf1","ortholog_one2one",75,100,1
"MND1","Mnd1","ortholog_one2one",100,99.66,1
"MIB1","Mib1","ortholog_one2one",100,100,1
"SCNN1A","Scnn1a","ortholog_one2one",100,100,1
"CHEK2","Chek2","ortholog_one2one",75,96.96,1
"IRAG2","Lrmp","ortholog_one2one",100,78.05,0
"EGLN2","Egln2","ortholog_one2one",75,100,1
"KIAA0408","9330159F19Rik","ortholog_one2one",100,100,1
"PDGFRL","Pdgfrl","ortholog_one2one",100,100,1
"TMEM70","Tmem70","ortholog_one2one",100,100,1
"PLEKHG1","Plekhg1","ortholog_one2one",100,100,1
"PDE7B","Pde7b","ortholog_one2one",100,100,1
"PHOX2A","Phox2a","ortholog_one2one",100,100,1
"NPC1L1","Npc1l1","ortholog_one2one",100,99.32,1
"C7orf25","AW209491","ortholog_one2one",100,100,1
"FOLR2","Folr2","ortholog_one2one",100,100,1
"NGB","Ngb","ortholog_one2one",75,100,1
"CPD","Cpd","ortholog_one2one",75,100,1
"LDB1","Ldb1","ortholog_one2one",100,100,1
"SYNM","Synm","ortholog_one2one",50,100,1
"YLPM1","Ylpm1","ortholog_one2one",100,100,1
"OAS3","Oas3","ortholog_one2one",100,98.19,1
"CD247","Cd247","ortholog_one2one",100,93.17,1
"IGSF23","Igsf23","ortholog_one2one",75,97.13,0
"CNR1","Cnr1","ortholog_one2one",100,100,1
"TCP11L2","Tcp11l2","ortholog_one2one",100,100,1
"TNFAIP8","Tnfaip8","ortholog_one2one",100,100,1
"FCMR","Fcmr","ortholog_one2one",100,100,1
"GCHFR","Gchfr","ortholog_one2one",100,100,1
"DCC","Dcc","ortholog_one2one",100,100,1
"SKAP1","Skap1","ortholog_one2one",100,100,1
"LY96","Ly96","ortholog_one2one",100,100,1
"SLC22A8","Slc22a8","ortholog_one2one",100,100,1
"MALT1","Malt1","ortholog_one2one",100,100,1
"ADAM12","Adam12","ortholog_one2one",100,100,1
"MUC5B","Muc5b","ortholog_one2one",100,100,0
"LINGO2","Lingo2","ortholog_one2one",100,100,1
"LSM11","Lsm11","ortholog_one2one",100,100,1
"PCNX3","Pcnx3","ortholog_one2one",100,100,1
"PLEKHA5","Plekha5","ortholog_one2one",100,100,1
"ANKRD42","Ankrd42","ortholog_one2one",100,100,1
"SYNGR4","Syngr4","ortholog_one2one",100,100,1
"FAM171A2","Fam171a2","ortholog_one2one",100,100,1
"PIGC","Pigc","ortholog_one2one",100,100,1
"C2orf88","1700019D03Rik","ortholog_one2one",100,100,1
"SLF1","Slf1","ortholog_one2one",100,100,1
"TMCO6","Tmco6","ortholog_one2one",100,100,1
"TBC1D25","Tbc1d25","ortholog_one2one",100,100,1
"SPINK4","Spink4","ortholog_one2one",100,84.37,0
"C1orf105","4930558K02Rik","ortholog_one2one",100,100,1
"GRN","Grn","ortholog_one2one",100,100,1
"CFAP94","Casc1","ortholog_one2one",100,99.68,1
"KIAA1217","Etl4","ortholog_one2one",100,100,1
"SLC8A2","Slc8a2","ortholog_one2one",100,100,1
"GLMP","Glmp","ortholog_one2one",100,100,1
"GTDC1","Gtdc1","ortholog_one2one",100,100,1
"HS1BP3","Hs1bp3","ortholog_one2one",100,100,1
"AP3B1","Ap3b1","ortholog_one2one",100,99.58,1
"SEMA4G","Sema4g","ortholog_one2one",100,100,1
"SLBP","Slbp","ortholog_one2one",75,100,1
"NDUFA2","Ndufa2","ortholog_one2one",100,100,1
"PARP2","Parp2","ortholog_one2one",100,100,1
"MERTK","Mertk","ortholog_one2one",100,100,1
"DHX15","Dhx15","ortholog_one2one",100,100,1
"RNF224","Rnf224","ortholog_one2one",100,100,1
"MARCO","Marco","ortholog_one2one",100,100,1
"SLC22A6","Slc22a6","ortholog_one2one",100,100,1
"SH2B1","Sh2b1","ortholog_one2one",100,100,1
"WDTC1","Wdtc1","ortholog_one2one",100,100,1
"CYSRT1","Cysrt1","ortholog_one2one",100,100,1
"TXNDC12","Txndc12","ortholog_one2one",100,100,1
"TMEM79","Tmem79","ortholog_one2one",100,100,1
"UTRN","Utrn","ortholog_one2one",100,100,1
"CAMSAP3","Camsap3","ortholog_one2one",100,100,1
"RAB3D","Rab3d","ortholog_one2one",100,100,1
