"gene.name","human.gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"Osgin2","OSGIN2","ortholog_one2one",100,100,1
"Jade3","JADE3","ortholog_one2one",100,100,1
"Usp45","USP45","ortholog_one2one",100,100,1
"Nol10","NOL10","ortholog_one2one",75,100,1
"Gfy","GFY","ortholog_one2one",100,100,1
"Alpk2","ALPK2","ortholog_one2one",100,100,1
"Rps13","RPS13","ortholog_one2one",100,100,1
"Myom2","MYOM2","ortholog_one2one",100,100,1
"Calb2","CALB2","ortholog_one2one",100,100,1
"Tmem184c","TMEM184C","ortholog_one2one",100,83.8,1
"Dll3","DLL3","ortholog_one2one",100,99.6,1
"Odf3","ODF3","ortholog_one2one",100,100,1
"Dtx1","DTX1","ortholog_one2one",100,100,1
"Zfp787","ZNF787","ortholog_one2one",75,100,1
"Pop4","POP4","ortholog_one2one",50,100,1
"Robo2","ROBO2","ortholog_one2one",50,100,1
"Wdfy1","WDFY1","ortholog_one2one",100,97.09,1
"Pex7","PEX7","ortholog_one2one",100,100,1
"Sirt3","SIRT3","ortholog_one2one",100,100,1
"Car13","CA13","ortholog_one2one",100,100,1
"Pknox2","PKNOX2","ortholog_one2one",100,100,1
"Pcdh15","PCDH15","ortholog_one2one",50,100,1
"Cmtr2","CMTR2","ortholog_one2one",100,100,1
"Sbds","SBDS","ortholog_one2one",75,100,1
"Pth2","PTH2","ortholog_one2one",100,100,1
"Napa","NAPA","ortholog_one2one",100,100,1
"Naprt","NAPRT","ortholog_one2one",100,100,1
"Sh2d5","SH2D5","ortholog_one2one",100,100,1
"Sema3d","SEMA3D","ortholog_one2one",100,100,1
"Hk1","HK1","ortholog_one2one",100,97.94,1
"Rab10","RAB10","ortholog_one2one",50,100,1
"Stk36","STK36","ortholog_one2one",100,100,1
"Ednra","EDNRA","ortholog_one2one",100,100,1
"Rnf112","RNF112","ortholog_one2one",100,100,1
"Syt13","SYT13","ortholog_one2one",100,100,1
"Hap1","HAP1","ortholog_one2one",100,100,1
"Zswim9","ZSWIM9","ortholog_one2one",50,98.01,1
"Myo1d","MYO1D","ortholog_one2one",100,100,1
"Cdkl1","CDKL1","ortholog_one2one",100,100,1
"Cc2d1b","CC2D1B","ortholog_one2one",100,100,1
"Tns3","TNS3","ortholog_one2one",100,100,1
"Zbtb5","ZBTB5","ortholog_one2one",100,100,1
"Kif17","KIF17","ortholog_one2one",100,100,1
"Senp7","SENP7","ortholog_one2one",100,100,1
"Crisp2","CRISP2","ortholog_one2one",25,100,1
"Pm20d2","PM20D2","ortholog_one2one",100,100,1
"Slc25a45","SLC25A45","ortholog_one2one",100,100,1
"Psmd13","PSMD13","ortholog_one2one",100,100,1
"Map4k5","MAP4K5","ortholog_one2one",100,99.97,1
"Tcf3","TCF3","ortholog_one2one",100,98.54,1
"Eef1d","EEF1D","ortholog_one2one",100,100,1
"Npas3","NPAS3","ortholog_one2one",100,100,1
"Aqp4","AQP4","ortholog_one2one",100,100,1
"Fads3","FADS3","ortholog_one2one",75,100,1
"Smoc2","SMOC2","ortholog_one2one",100,100,1
"Nuak1","NUAK1","ortholog_one2one",100,100,1
"Ripk2","RIPK2","ortholog_one2one",100,100,1
"Ythdc2","YTHDC2","ortholog_one2one",100,100,1
"Sntn","SNTN","ortholog_one2one",100,93.67,1
"Btbd1","BTBD1","ortholog_one2one",100,100,1
"Ddx4","DDX4","ortholog_one2one",100,100,1
"Fasl","FASLG","ortholog_one2one",100,100,1
"Mrpl44","MRPL44","ortholog_one2one",100,100,1
"Car1","CA1","ortholog_one2one",100,100,1
"Rasgef1c","RASGEF1C","ortholog_one2one",100,100,1
"Ccdc155","KASH5","ortholog_one2one",100,100,1
"3110040N11Rik","C15orf40","ortholog_one2one",100,87.7,1
"Tas2r130","TAS2R7","ortholog_one2one",100,100,1
"Cog6","COG6","ortholog_one2one",75,100,1
"Nmt2","NMT2","ortholog_one2one",75,99.96,1
"Klhl7","KLHL7","ortholog_one2one",75,100,1
"Nkx1-1","NKX1-1","ortholog_one2one",100,100,1
"Olfr520","OR2AT4","ortholog_one2one",100,100,1
"Mettl24","METTL24","ortholog_one2one",100,100,1
"Erich4","ERICH4","ortholog_one2one",75,100,1
"Tmem222","TMEM222","ortholog_one2one",100,100,1
"Dpp3","DPP3","ortholog_one2one",100,100,1
"AW554918","KIAA1328","ortholog_one2one",100,100,1
"Enox2","ENOX2","ortholog_one2one",100,99.62,1
"Uqcrfs1","UQCRFS1","ortholog_one2one",0,54.88,0
"Resf1","RESF1","ortholog_one2one",75,94.2,0
"Pik3c2a","PIK3C2A","ortholog_one2one",75,100,1
"Gjb3","GJB3","ortholog_one2one",100,100,1
"Prr7","PRR7","ortholog_one2one",100,100,1
"Nup210","NUP210","ortholog_one2one",50,100,1
"Tlr1","TLR1","ortholog_one2one",100,100,1
"Cldnd2","CLDND2","ortholog_one2one",100,100,1
"Srsf12","SRSF12","ortholog_one2one",100,94.18,1
"Fzd8","FZD8","ortholog_one2one",50,100,1
"Olfr437","OR2A2","ortholog_one2one",25,3.05,0
"Agk","AGK","ortholog_one2one",100,100,1
"Scamp1","SCAMP1","ortholog_one2one",100,100,1
"Macrod2","MACROD2","ortholog_one2one",100,100,1
"Gjd4","GJD4","ortholog_one2one",25,100,1
"Serac1","SERAC1","ortholog_one2one",100,100,1
"Nr4a3","NR4A3","ortholog_one2one",100,100,1
"Rbm22","RBM22","ortholog_one2one",100,100,1
"Dguok","DGUOK","ortholog_one2one",100,100,1
"Fhod3","FHOD3","ortholog_one2one",100,100,1
"Rbm47","RBM47","ortholog_one2one",100,100,1
"Rnf151","RNF151","ortholog_one2one",100,100,1
"Gnpnat1","GNPNAT1","ortholog_one2one",100,100,1
"Pnrc1","PNRC1","ortholog_one2one",100,98.08,1
"Dtwd2","DTWD2","ortholog_one2one",100,100,1
"Zfp444","ZNF444","ortholog_one2one",100,100,1
"A930018P22Rik","C11orf91","ortholog_one2one",100,100,1
"Tmem130","TMEM130","ortholog_one2one",100,100,1
"Tarm1","TARM1","ortholog_one2one",100,91.58,0
"Hdhd2","HDHD2","ortholog_one2one",100,100,1
"Ddx1","DDX1","ortholog_one2one",100,100,1
"Kif2a","KIF2A","ortholog_one2one",100,100,1
"Timm50","TIMM50","ortholog_one2one",100,98.37,1
"Asxl3","ASXL3","ortholog_one2one",100,100,1
"Rpp38","RPP38","ortholog_one2one",100,100,1
"Tpm2","TPM2","ortholog_one2one",100,100,1
"Fads2","FADS2","ortholog_one2one",100,100,1
"Fcamr","FCAMR","ortholog_one2one",100,99.13,0
"Dmac2","DMAC2","ortholog_one2one",100,98.4,1
"Tgs1","TGS1","ortholog_one2one",50,100,1
"Steap3","STEAP3","ortholog_one2one",100,100,1
"Zscan21","ZSCAN21","ortholog_one2one",50,94.13,1
"Eif5b","EIF5B","ortholog_one2one",100,100,1
"Atxn7","ATXN7","ortholog_one2one",75,100,1
"Flrt3","FLRT3","ortholog_one2one",100,100,1
"Slc25a31","SLC25A31","ortholog_one2one",100,100,1
"Pdik1l","PDIK1L","ortholog_one2one",100,100,1
"C9orf72","C9orf72","ortholog_one2one",100,99.33,1
"Gjb4","GJB4","ortholog_one2one",100,100,1
"Acbd7","ACBD7","ortholog_one2one",100,96.14,1
"Hao2","HAO2","ortholog_one2one",100,100,1
"Il9r","IL9R","ortholog_one2one",0,100,1
"Scly","SCLY","ortholog_one2one",100,95.21,1
"Sdr9c7","SDR9C7","ortholog_one2one",100,100,1
"Nudt7","NUDT7","ortholog_one2one",100,94.95,1
"Myoz3","MYOZ3","ortholog_one2one",100,100,1
"B3gnt8","B3GNT8","ortholog_one2one",100,100,1
"Oscar","OSCAR","ortholog_one2one",100,100,1
"Olfr275","OR13F1","ortholog_one2one",75,100,1
"Egln3","EGLN3","ortholog_one2one",100,100,1
"Adgb","ADGB","ortholog_one2one",100,99.15,0
"Tlr6","TLR6","ortholog_one2one",100,100,1
"Ttc5","TTC5","ortholog_one2one",75,100,1
"Ltn1","LTN1","ortholog_one2one",75,100,1
"Zfp777","ZNF777","ortholog_one2one",100,100,1
"Synj2","SYNJ2","ortholog_one2one",100,100,1
"Slc27a3","SLC27A3","ortholog_one2one",100,100,1
"Gm11100","C3orf49","ortholog_one2one",100,100,1
"Fbxo41","FBXO41","ortholog_one2one",100,100,1
"Inpp1","INPP1","ortholog_one2one",100,100,1
"Rev1","REV1","ortholog_one2one",100,100,1
"Id3","ID3","ortholog_one2one",100,100,1
"Gpatch1","GPATCH1","ortholog_one2one",100,100,1
"Atl1","ATL1","ortholog_one2one",100,100,1
"Ceacam16","CEACAM16","ortholog_one2one",100,100,1
"Farp2","FARP2","ortholog_one2one",100,100,1
"Nudcd3","NUDCD3","ortholog_one2one",100,100,1
"Thoc7","THOC7","ortholog_one2one",100,100,1
"Olah","OLAH","ortholog_one2one",100,92.46,0
"Msrb3","MSRB3","ortholog_one2one",100,100,1
"Thbs2","THBS2","ortholog_one2one",100,100,1
"Trim67","TRIM67","ortholog_one2one",100,100,1
"Olfr273","OR13C3","ortholog_one2one",75,100,1
"Spag5","SPAG5","ortholog_one2one",100,99.51,1
"Add1","ADD1","ortholog_one2one",100,100,1
"Gjb5","GJB5","ortholog_one2one",75,100,1
"Abhd3","ABHD3","ortholog_one2one",100,100,1
"C1ql2","C1QL2","ortholog_one2one",100,100,1
"Tpgs2","TPGS2","ortholog_one2one",100,89.61,1
"Vmp1","VMP1","ortholog_one2one",100,100,1
"Fam53a","FAM53A","ortholog_one2one",100,100,1
"Card11","CARD11","ortholog_one2one",100,100,1
"Gosr1","GOSR1","ortholog_one2one",50,100,1
"Suco","SUCO","ortholog_one2one",100,100,1
"Sav1","SAV1","ortholog_one2one",100,100,1
"Neurod2","NEUROD2","ortholog_one2one",100,100,1
"Ppp1r42","PPP1R42","ortholog_one2one",100,100,1
"Decr2","DECR2","ortholog_one2one",100,100,1
"E2f6","E2F6","ortholog_one2one",100,100,1
"Stk25","STK25","ortholog_one2one",100,100,1
"Prrc2b","PRRC2B","ortholog_one2one",100,100,1
"Gnpat","GNPAT","ortholog_one2one",100,100,1
"Ndufb10","NDUFB10","ortholog_one2one",100,99.19,1
"Arhgef5","ARHGEF5","ortholog_one2one",50,100,1
"Rwdd1","RWDD1","ortholog_one2one",50,100,1
"Sumo2","SUMO2","ortholog_one2one",100,100,1
"Myrfl","MYRFL","ortholog_one2one",100,100,1
"Skida1","SKIDA1","ortholog_one2one",100,100,1
"Egr4","EGR4","ortholog_one2one",100,100,1
"Rce1","RCE1","ortholog_one2one",75,100,1
"Tigd3","TIGD3","ortholog_one2one",100,100,1
"Slc35a4","SLC35A4","ortholog_one2one",100,100,1
"Chst9","CHST9","ortholog_one2one",100,100,1
"Tmem131l","TMEM131L","ortholog_one2one",100,100,1
"Apbb3","APBB3","ortholog_one2one",75,100,1
"Slc7a2","SLC7A2","ortholog_one2one",100,100,1
"Zfpl1","ZFPL1","ortholog_one2one",100,100,1
"Gnpda1","GNPDA1","ortholog_one2one",100,99.4,1
"Msln","MSLN","ortholog_one2one",100,100,1
"Ndufa3","NDUFA3","ortholog_one2one",100,100,1
"Slc35f1","SLC35F1","ortholog_one2one",100,100,1
"Pla2g1b","PLA2G1B","ortholog_one2one",100,100,1
"Tcf24","TCF24","ortholog_one2one",100,100,1
"Anapc1","ANAPC1","ortholog_one2one",100,100,1
"Dnajb9","DNAJB9","ortholog_one2one",75,100,1
"Mrpl55","MRPL55","ortholog_one2one",100,95.94,1
"Dkkl1","DKKL1","ortholog_one2one",100,100,1
"CK137956","C1orf94","ortholog_one2one",75,100,1
"Il15ra","IL15RA","ortholog_one2one",100,100,0
"Gtf3c4","GTF3C4","ortholog_one2one",100,100,1
"Eif4e3","EIF4E3","ortholog_one2one",100,100,1
"Fbxo43","FBXO43","ortholog_one2one",100,100,1
"Tfpt","TFPT","ortholog_one2one",100,100,1
"Mllt10","MLLT10","ortholog_one2one",100,100,1
"Slc6a13","SLC6A13","ortholog_one2one",50,100,1
"Kcnt1","KCNT1","ortholog_one2one",100,99.11,1
"Olfr272","OR13C8","ortholog_one2one",0,100,1
"Snx19","SNX19","ortholog_one2one",100,100,1
"Galntl6","GALNTL6","ortholog_one2one",100,100,1
"Chmp6","CHMP6","ortholog_one2one",100,100,1
"2810004N23Rik","C1orf131","ortholog_one2one",100,100,1
"Cdh20","CDH20","ortholog_one2one",50,100,1
"Cdc40","CDC40","ortholog_one2one",100,100,1
"B3gnt5","B3GNT5","ortholog_one2one",50,100,1
"Clic3","CLIC3","ortholog_one2one",100,100,1
"Vsig10l","VSIG10L","ortholog_one2one",100,99.87,1
"Ttll11","TTLL11","ortholog_one2one",100,100,1
"Car3","CA3","ortholog_one2one",75,100,1
"Foxj3","FOXJ3","ortholog_one2one",100,100,1
"Eloc","ELOC","ortholog_one2one",100,94.44,1
"D430041D05Rik","KIAA1549L","ortholog_one2one",100,100,1
"2310033P09Rik","C1orf35","ortholog_one2one",100,99.95,1
"Dimt1","DIMT1","ortholog_one2one",100,100,1
"Zfp523","ZNF76","ortholog_one2one",100,100,1
"Ceacam19","CEACAM19","ortholog_one2one",100,94.24,1
"Galp","GALP","ortholog_one2one",75,100,1
"Suclg1","SUCLG1","ortholog_one2one",75,100,1
"Nupl2","NUP42","ortholog_one2one",50,97.94,1
"Vps51","VPS51","ortholog_one2one",100,100,1
"Prdm11","PRDM11","ortholog_one2one",100,100,0
"Rgn","RGN","ortholog_one2one",100,100,1
"Ogfod2","OGFOD2","ortholog_one2one",100,100,1
"Ankar","ANKAR","ortholog_one2one",0,83.48,1
"Hscb","HSCB","ortholog_one2one",50,100,1
"Aff4","AFF4","ortholog_one2one",100,100,1
"Lyn","LYN","ortholog_one2one",100,100,1
"Mfsd2b","MFSD2B","ortholog_one2one",100,100,1
"Ccnb1ip1","CCNB1IP1","ortholog_one2one",50,99.78,1
"Fam114a1","FAM114A1","ortholog_one2one",100,100,1
"Adora2b","ADORA2B","ortholog_one2one",50,100,1
"BC005537","C6orf62","ortholog_one2one",100,100,1
"Paxx","PAXX","ortholog_one2one",100,100,1
"Neu3","NEU3","ortholog_one2one",100,100,1
"Pnpla8","PNPLA8","ortholog_one2one",75,100,1
"Rad51b","RAD51B","ortholog_one2one",100,93.9,0
"Klf10","KLF10","ortholog_one2one",100,100,1
"Tmem120a","TMEM120A","ortholog_one2one",100,100,1
"Vat1l","VAT1L","ortholog_one2one",100,100,1
"Mrpl32","MRPL32","ortholog_one2one",75,100,1
"Nmur1","NMUR1","ortholog_one2one",100,100,1
"Lamp2","LAMP2","ortholog_one2one",100,100,1
"Tmem262","TMEM262","ortholog_one2one",100,100,1
"Dnajc1","DNAJC1","ortholog_one2one",100,100,1
"Hibch","HIBCH","ortholog_one2one",75,100,1
"Tm7sf2","TM7SF2","ortholog_one2one",100,100,1
"Tmem156","TMEM156","ortholog_one2one",100,100,1
"Clec3a","CLEC3A","ortholog_one2one",100,100,1
"Arf1","ARF1","ortholog_one2one",100,100,1
"Nol4","NOL4","ortholog_one2one",100,100,1
"Stat3","STAT3","ortholog_one2one",100,100,1
"2310057J18Rik","C6orf58","ortholog_one2one",100,100,1
"Rbm10","RBM10","ortholog_one2one",100,100,1
"Ttc29","TTC29","ortholog_one2one",100,100,1
"Actg2","ACTG2","ortholog_one2one",75,100,1
"Oas2","OAS2","ortholog_one2one",100,94.99,1
"Lgr4","LGR4","ortholog_one2one",100,100,1
"Zswim7","ZSWIM7","ortholog_one2one",50,100,1
"Rpl3l","RPL3L","ortholog_one2one",100,100,1
"Gpr135","GPR135","ortholog_one2one",100,100,1
"Wdr12","WDR12","ortholog_one2one",100,100,1
"Ifnb1","IFNB1","ortholog_one2one",100,100,0
"Wnt3a","WNT3A","ortholog_one2one",100,100,1
"Nup85","NUP85","ortholog_one2one",100,100,1
"Dnajc6","DNAJC6","ortholog_one2one",100,100,1
"Midn","MIDN","ortholog_one2one",100,100,1
"Tex44","TEX44","ortholog_one2one",100,88.75,0
"Zfyve9","ZFYVE9","ortholog_one2one",100,99.44,1
"Ddx31","DDX31","ortholog_one2one",100,100,1
"Snrnp25","SNRNP25","ortholog_one2one",50,100,1
"Tmtc3","TMTC3","ortholog_one2one",75,100,1
"Dnajc21","DNAJC21","ortholog_one2one",100,97.32,1
"Acsl1","ACSL1","ortholog_one2one",100,100,1
"Spcs2","SPCS2","ortholog_one2one",100,100,1
"Fyb","FYB1","ortholog_one2one",100,100,1
"Arhgap15","ARHGAP15","ortholog_one2one",100,100,1
"Rngtt","RNGTT","ortholog_one2one",100,100,1
"Ccny","CCNY","ortholog_one2one",50,100,1
"Dennd11","DENND11","ortholog_one2one",100,100,1
"Akap1","AKAP1","ortholog_one2one",100,99.4,1
"Dmxl1","DMXL1","ortholog_one2one",100,100,1
"Vps41","VPS41","ortholog_one2one",100,100,1
"Ppp1r1b","PPP1R1B","ortholog_one2one",100,100,1
"Rasgef1a","RASGEF1A","ortholog_one2one",100,100,1
"Xrra1","XRRA1","ortholog_one2one",100,100,1
"Trappc3l","TRAPPC3L","ortholog_one2one",0,100,1
"Son","SON","ortholog_one2one",100,99.79,1
"E2f2","E2F2","ortholog_one2one",100,100,1
"Lhfp","LHFPL6","ortholog_one2one",100,100,1
"Tcf4","TCF4","ortholog_one2one",50,97.85,1
"Calhm5","CALHM5","ortholog_one2one",75,100,1
"Calhm4","CALHM4","ortholog_one2one",75,100,1
"Fam98c","FAM98C","ortholog_one2one",100,100,1
"Eif4a1","EIF4A1","ortholog_one2one",100,100,1
"Ckap4","CKAP4","ortholog_one2one",100,100,1
"Tm6sf1","TM6SF1","ortholog_one2one",100,100,1
"Klhl23","KLHL23","ortholog_one2one",100,100,1
"Ints3","INTS3","ortholog_one2one",100,100,1
"Espnl","ESPNL","ortholog_one2one",100,100,1
"Tmem98","TMEM98","ortholog_one2one",100,100,1
"Clint1","CLINT1","ortholog_one2one",100,100,1
"Fbrs","FBRS","ortholog_one2one",100,100,0
"Trim63","TRIM63","ortholog_one2one",100,100,1
"Hectd2","HECTD2","ortholog_one2one",100,100,1
"Nup160","NUP160","ortholog_one2one",100,100,1
"Reps1","REPS1","ortholog_one2one",100,100,1
"Arhgef1","ARHGEF1","ortholog_one2one",100,100,1
"Got2","GOT2","ortholog_one2one",100,100,1
"Hsd17b6","HSD17B6","ortholog_one2one",100,100,1
"Gad2","GAD2","ortholog_one2one",100,100,1
"Cc2d1a","CC2D1A","ortholog_one2one",100,100,1
"Ttc23","TTC23","ortholog_one2one",75,100,1
"Kdm5d","KDM5D","ortholog_one2one",0,64.44,0
"Scube3","SCUBE3","ortholog_one2one",100,99.92,1
"Pvr","PVR","ortholog_one2one",100,75.14,0
"Caln1","CALN1","ortholog_one2one",75,100,1
"Rwdd2b","RWDD2B","ortholog_one2one",50,96.74,1
"Myo1g","MYO1G","ortholog_one2one",100,100,1
"Sema6c","SEMA6C","ortholog_one2one",100,100,1
"Nf2","NF2","ortholog_one2one",100,100,1
"Rasgrp4","RASGRP4","ortholog_one2one",100,100,1
"Pigr","PIGR","ortholog_one2one",100,100,1
"Inppl1","INPPL1","ortholog_one2one",100,100,1
"Hdgfl3","HDGFL3","ortholog_one2one",100,100,1
"Creg1","CREG1","ortholog_one2one",100,94.89,1
"Tmem218","TMEM218","ortholog_one2one",100,100,1
"Car2","CA2","ortholog_one2one",50,100,1
"Selenop","SELENOP","ortholog_one2one",50,100,1
"Carf","CARF","ortholog_one2one",100,100,1
"Rab3ip","RAB3IP","ortholog_one2one",100,99.76,1
"Tpp2","TPP2","ortholog_one2one",50,100,1
"Pou4f2","POU4F2","ortholog_one2one",100,100,1
"Wars2","WARS2","ortholog_one2one",100,100,1
"L3hypdh","L3HYPDH","ortholog_one2one",100,100,1
"Odc1","ODC1","ortholog_one2one",50,100,1
"Ddost","DDOST","ortholog_one2one",100,100,1
"Emilin1","EMILIN1","ortholog_one2one",100,100,1
"Rhag","RHAG","ortholog_one2one",50,98.81,1
"Ndufa8","NDUFA8","ortholog_one2one",100,100,1
"Ccdc152","CCDC152","ortholog_one2one",75,100,1
"Cdca7","CDCA7","ortholog_one2one",100,100,1
"Wnt9a","WNT9A","ortholog_one2one",100,100,1
"Epo","EPO","ortholog_one2one",100,100,1
"Morn5","MORN5","ortholog_one2one",100,100,1
"Prss38","PRSS38","ortholog_one2one",75,100,1
"Cyp2f2","CYP2F1","ortholog_one2one",0,100,1
"Fam149b","FAM149B1","ortholog_one2one",100,100,1
"Ube4b","UBE4B","ortholog_one2one",100,99.99,1
"Aldh18a1","ALDH18A1","ortholog_one2one",100,100,1
"Cd14","CD14","ortholog_one2one",75,100,1
"Spaca3","SPACA3","ortholog_one2one",100,100,1
"Kptn","KPTN","ortholog_one2one",100,100,1
"Gigyf1","GIGYF1","ortholog_one2one",100,100,1
"Hdac11","HDAC11","ortholog_one2one",100,100,1
"Acot13","ACOT13","ortholog_one2one",100,100,1
"Ptpn22","PTPN22","ortholog_one2one",100,100,1
"Slc34a3","SLC34A3","ortholog_one2one",100,100,1
"Olfr270","OR13D1","ortholog_one2one",50,100,1
"Gdf7","GDF7","ortholog_one2one",100,99.37,1
"Max","MAX","ortholog_one2one",100,100,1
"Zfp746","ZNF746","ortholog_one2one",100,100,1
"Donson","DONSON","ortholog_one2one",100,100,1
"Peli3","PELI3","ortholog_one2one",100,100,1
"Sirt4","SIRT4","ortholog_one2one",100,99.67,1
"Madd","MADD","ortholog_one2one",100,100,1
"Dnm3","DNM3","ortholog_one2one",100,100,1
"Ptrh2","PTRH2","ortholog_one2one",100,99.74,1
"Gnaz","GNAZ","ortholog_one2one",50,100,1
"Alms1","ALMS1","ortholog_one2one",75,92.31,0
"Thap11","THAP11","ortholog_one2one",100,100,1
"Gnb2","GNB2","ortholog_one2one",100,100,1
"B4galt1","B4GALT1","ortholog_one2one",100,100,1
"Rsph14","RSPH14","ortholog_one2one",50,100,1
"Marchf1","MARCHF1","ortholog_one2one",75,100,1
"Mnd1","MND1","ortholog_one2one",100,99.66,1
"Mib1","MIB1","ortholog_one2one",100,100,1
"Scnn1a","SCNN1A","ortholog_one2one",100,100,1
"Chek2","CHEK2","ortholog_one2one",75,96.96,1
"Lrmp","IRAG2","ortholog_one2one",100,78.05,0
"Egln2","EGLN2","ortholog_one2one",75,100,1
"9330159F19Rik","KIAA0408","ortholog_one2one",100,100,1
"Pdgfrl","PDGFRL","ortholog_one2one",100,100,1
"Tmem70","TMEM70","ortholog_one2one",100,100,1
"Plekhg1","PLEKHG1","ortholog_one2one",100,100,1
"Pde7b","PDE7B","ortholog_one2one",100,100,1
"Phox2a","PHOX2A","ortholog_one2one",100,100,1
"Npc1l1","NPC1L1","ortholog_one2one",100,99.32,1
"AW209491","C7orf25","ortholog_one2one",100,100,1
"Folr2","FOLR2","ortholog_one2one",100,100,1
"Ngb","NGB","ortholog_one2one",75,100,1
"Cpd","CPD","ortholog_one2one",75,100,1
"Ldb1","LDB1","ortholog_one2one",100,100,1
"Synm","SYNM","ortholog_one2one",50,100,1
"Ylpm1","YLPM1","ortholog_one2one",100,100,1
"Oas3","OAS3","ortholog_one2one",100,98.19,1
"Cd247","CD247","ortholog_one2one",100,93.17,1
"Igsf23","IGSF23","ortholog_one2one",75,97.13,0
"Cnr1","CNR1","ortholog_one2one",100,100,1
"Tcp11l2","TCP11L2","ortholog_one2one",100,100,1
"Tnfaip8","TNFAIP8","ortholog_one2one",100,100,1
"Fcmr","FCMR","ortholog_one2one",100,100,1
"Gchfr","GCHFR","ortholog_one2one",100,100,1
"Dcc","DCC","ortholog_one2one",100,100,1
"Skap1","SKAP1","ortholog_one2one",100,100,1
"Ly96","LY96","ortholog_one2one",100,100,1
"Slc22a8","SLC22A8","ortholog_one2one",100,100,1
"Malt1","MALT1","ortholog_one2one",100,100,1
"Adam12","ADAM12","ortholog_one2one",100,100,1
"Muc5b","MUC5B","ortholog_one2one",100,100,0
"Lingo2","LINGO2","ortholog_one2one",100,100,1
"Lsm11","LSM11","ortholog_one2one",100,100,1
"Pcnx3","PCNX3","ortholog_one2one",100,100,1
"Plekha5","PLEKHA5","ortholog_one2one",100,100,1
"Ankrd42","ANKRD42","ortholog_one2one",100,100,1
"Syngr4","SYNGR4","ortholog_one2one",100,100,1
"Fam171a2","FAM171A2","ortholog_one2one",100,100,1
"Pigc","PIGC","ortholog_one2one",100,100,1
"1700019D03Rik","C2orf88","ortholog_one2one",100,100,1
"Slf1","SLF1","ortholog_one2one",100,100,1
"Tmco6","TMCO6","ortholog_one2one",100,100,1
"Tbc1d25","TBC1D25","ortholog_one2one",100,100,1
"Spink4","SPINK4","ortholog_one2one",100,84.37,0
"4930558K02Rik","C1orf105","ortholog_one2one",100,100,1
"Grn","GRN","ortholog_one2one",100,100,1
"Casc1","CFAP94","ortholog_one2one",100,99.68,1
"Etl4","KIAA1217","ortholog_one2one",100,100,1
"Slc8a2","SLC8A2","ortholog_one2one",100,100,1
"Glmp","GLMP","ortholog_one2one",100,100,1
"Gtdc1","GTDC1","ortholog_one2one",100,100,1
"Hs1bp3","HS1BP3","ortholog_one2one",100,100,1
"Ap3b1","AP3B1","ortholog_one2one",100,99.58,1
"Sema4g","SEMA4G","ortholog_one2one",100,100,1
"Slbp","SLBP","ortholog_one2one",75,100,1
"Ndufa2","NDUFA2","ortholog_one2one",100,100,1
"Parp2","PARP2","ortholog_one2one",100,100,1
"Mertk","MERTK","ortholog_one2one",100,100,1
"Dhx15","DHX15","ortholog_one2one",100,100,1
"Rnf224","RNF224","ortholog_one2one",100,100,1
"Marco","MARCO","ortholog_one2one",100,100,1
"Slc22a6","SLC22A6","ortholog_one2one",100,100,1
"Sh2b1","SH2B1","ortholog_one2one",100,100,1
"Wdtc1","WDTC1","ortholog_one2one",100,100,1
"Cysrt1","CYSRT1","ortholog_one2one",100,100,1
"Txndc12","TXNDC12","ortholog_one2one",100,100,1
"Tmem79","TMEM79","ortholog_one2one",100,100,1
"Utrn","UTRN","ortholog_one2one",100,100,1
"Camsap3","CAMSAP3","ortholog_one2one",100,100,1
"Rab3d","RAB3D","ortholog_one2one",100,100,1
